linkTarget,impressions,hits,CTR
canal,3496,82,0.02345537757437071
canaletto,378,0,0.0
canberra,3014,40,0.013271400132714002
cancer,8673,285,0.03286060186786579
cane_toad,82,8,0.0975609756097561
canola,2363,21,0.008887008040626322
canterbury,1219,19,0.015586546349466776
canterbury_cathedral,10414,45,0.004321106203188016
canute_the_great,6620,21,0.0031722054380664655
capacitance,2551,26,0.010192081536652292
cape_canaveral,1138,53,0.04657293497363796
cape_horn,1233,14,0.0113544201135442
cape_lion,837,9,0.010752688172043012
cape_town,9196,43,0.004675946063505872
cape_verde,22359,23,0.0010286685451048794
capital,30132,228,0.007566706491437674
capitalism,32432,251,0.007739269856931426
capitoline_triad,52,2,0.038461538461538464
caracas,1819,10,0.005497526113249038
caratacus,109,0,0.0
caravaggio,2777,3,0.0010803024846957148
carbon,17580,385,0.021899886234357225
carbon_dioxide,29271,394,0.013460421577670733
carboniferous,6670,48,0.00719640179910045
carcinus_maenas,61,2,0.03278688524590164
card_game,472,39,0.0826271186440678
cardiff,6498,35,0.00538627269929209
caribbean_sea,21061,390,0.018517639238402734
carl_friedrich_gauss,6518,183,0.02807609696225836
carl_jung,1731,42,0.024263431542461005
carl_lewis,454,3,0.006607929515418502
carl_sagan,5058,26,0.005140371688414393
carlsbad_caverns_national_park,50,4,0.08
carnivore,15305,244,0.01594250245017968
caroline_island,32,1,0.03125
carolus_linnaeus,21617,139,0.006430124439098858
carrot,1302,47,0.03609831029185868
casablanca_(film),366,2,0.00546448087431694
casimir_effect,1063,5,0.004703668861712135
caspian_sea,12023,55,0.004574565416285453
cassini-huygens,2699,20,0.007410151908114116
cassowary,111,14,0.12612612612612611
castra,509,0,0.0
cat,1334,63,0.0472263868065967
cat's_eye_nebula,29,6,0.20689655172413793
cat_stevens,84,0,0.0
cataract,386,23,0.05958549222797927
cathedral_of_magdeburg,1,0,0.0
catherine_ii_of_russia,497,4,0.008048289738430584
catholic_social_teaching,780,15,0.019230769230769232
cattle,9935,196,0.01972823351786613
cave,1046,31,0.029636711281070746
cayman_islands,17771,17,0.0009566147093579427
celeriac,34,1,0.029411764705882353
celery,496,18,0.036290322580645164
celine_dion,103,3,0.02912621359223301
cell_(biology),13082,554,0.042348264791316315
cello,542,21,0.03874538745387454
celtic_f.c.,6568,8,0.001218026796589525
celtic_mythology,1852,34,0.0183585313174946
celtic_park,70,5,0.07142857142857142
central_african_republic,7512,42,0.005591054313099041
central_processing_unit,3798,106,0.027909426013691417
ceratopsidae,901,22,0.0244173140954495
cereal,11907,382,0.0320819685899051
cerebellum,2671,81,0.030325720703856234
ceres_(dwarf_planet),1727,12,0.006948465547191662
cerium,2023,30,0.014829461196243203
cf7,12,1,0.08333333333333333
chad,10960,65,0.005930656934306569
chadian-sudanese_conflict,56,4,0.07142857142857142
chaffinch,130,2,0.015384615384615385
channel_islands,10645,63,0.005918271488961954
charlemagne,10310,59,0.0057225994180407375
charles_babbage,3655,46,0.012585499316005472
charles_darwin,19897,384,0.01929939186812082
charles_dickens,13284,125,0.009409816320385426
charles_etienne_brasseur_de_bourbourg,63,1,0.015873015873015872
charles_i_of_england,3151,74,0.023484608060933037
charles_ii_of_england,8768,69,0.007869525547445256
charles_sumner,548,5,0.009124087591240875
"charles_v,_holy_roman_emperor",3521,58,0.01647259301334848
charlie_chaplin,1687,101,0.05986959098992294
charlotte's_web,73,0,0.0
chartism,113,0,0.0
che_guevara,763,24,0.03145478374836173
cheers,279,6,0.021505376344086023
cheese,3528,115,0.03259637188208617
cheetah,4261,64,0.015019948368927482
chelsea_f.c.,6809,19,0.002790424438243501
chemical_element,14423,952,0.06600568536365527
chemical_synapse,674,27,0.040059347181008904
chemistry,16345,1116,0.06827776078311411
chennai,2639,14,0.005305039787798408
chernobyl_disaster,253,13,0.05138339920948617
chess,5714,97,0.016975848792439623
chester_a._arthur,1169,22,0.018819503849443968
chestnut,1353,33,0.024390243902439025
chew_magna,117,7,0.05982905982905983
chew_stoke,55,5,0.09090909090909091
chew_valley,61,7,0.11475409836065574
chew_valley_lake,82,19,0.23170731707317074
chicago,25015,233,0.009314411353188086
chicago_and_north_western_railway,176,20,0.11363636363636363
chicago_bears,245,33,0.1346938775510204
chicken,3898,96,0.024628014366341714
child,515,53,0.1029126213592233
children's_crusade,176,7,0.03977272727272727
children's_rights_movement,432,14,0.032407407407407406
chile,16753,148,0.008834238643824986
chiltern_hills,0,0,
chimpanzee,5322,116,0.021796317173994738
china,79632,1341,0.01683996383363472
chinese_language,33814,163,0.004820488555036376
chinyingi,24,2,0.08333333333333333
chives,317,12,0.03785488958990536
chlorine,6934,112,0.01615229304874531
chocolate,1615,76,0.047058823529411764
chola_dynasty,482,8,0.016597510373443983
cholera,2353,55,0.02337441563960901
chordate,24936,405,0.01624157844080847
chris_evert,453,15,0.033112582781456956
christian_bale,185,2,0.010810810810810811
christian_monasticism,952,17,0.017857142857142856
christianity,67590,1439,0.021290131676283474
christina_aguilera,436,22,0.05045871559633028
christmas_island,2826,12,0.004246284501061571
christopher_columbus,21226,281,0.013238481108075002
christopher_wren,9840,22,0.0022357723577235773
chromatic_aberration,217,11,0.05069124423963134
chromatophore,22,8,0.36363636363636365
chromium,3944,45,0.01140973630831643
church_of_england,16676,306,0.018349724154473494
church_of_ireland,8204,42,0.005119453924914676
cider,908,38,0.04185022026431718
cinema_of_the_united_states,13438,326,0.024259562434886143
citizen_kane,453,6,0.013245033112582781
citizenship,2561,44,0.017180788754392814
citrus,5117,188,0.03674027750635138
city,14147,136,0.009613345585636531
city_status_in_the_united_kingdom,8930,78,0.008734602463605823
civil_rights,2313,76,0.03285776048421963
civil_society,2425,40,0.016494845360824743
civilization,17644,496,0.02811153933348447
civilization_(computer_game),428,9,0.02102803738317757
clarinet,949,65,0.0684931506849315
classic_female_blues,260,2,0.007692307692307693
claude_lévi-strauss,1309,6,0.004583651642475172
claude_monet,1467,15,0.010224948875255624
claudius,2198,15,0.006824385805277525
clay,5110,65,0.012720156555772993
cleopatra_vii,1998,49,0.024524524524524523
"cleveland,_ohio",1860,42,0.02258064516129032
clifton_suspension_bridge,126,10,0.07936507936507936
climate,25438,417,0.016392798175957228
climate_change,6719,198,0.029468670933174578
clock,3580,60,0.01675977653631285
clone_wars_(star_wars),456,18,0.039473684210526314
clothing,4711,76,0.016132455954149864
cloud,4468,131,0.029319606087735005
coal,28923,256,0.008851087369913219
cobalt,4219,38,0.009006873666745675
coccinellidae,500,22,0.044
cochineal,151,3,0.019867549668874173
cockatiel,97,11,0.1134020618556701
cocoa,7661,112,0.014619501370578254
coconut,2563,60,0.023410066328521262
coconut_crab,141,20,0.14184397163120568
coconut_oil,234,12,0.05128205128205128
cocos_(keeling)_islands,3212,13,0.004047322540473225
cod,4263,55,0.012901712409101571
code_of_hammurabi,1506,15,0.0099601593625498
coffee,11767,174,0.014787116512280105
coin,2786,87,0.0312275664034458
cold_war,46404,506,0.010904232393759159
colima_(volcano),493,5,0.010141987829614604
collapse_of_the_world_trade_center,194,23,0.11855670103092783
colley_cibber,66,0,0.0
cologne,5250,28,0.005333333333333333
colombia,24085,117,0.004857795308283164
colombo,2145,10,0.004662004662004662
color,17489,306,0.017496712219109156
color_blindness,913,57,0.0624315443592552
colorado_river,2461,34,0.01381552214546932
colossus_of_rhodes,23,0,0.0
columba,1709,5,0.002925687536571094
columbia_river,1129,27,0.023914968999114262
columbine_high_school_massacre,53,6,0.11320754716981132
"columbus,_ohio",1241,42,0.03384367445608381
comet,11572,191,0.01650535776011061
comet_hale-bopp,224,24,0.10714285714285714
comet_halley,688,41,0.059593023255813955
comet_hyakutake,272,13,0.04779411764705882
comet_shoemaker-levy_9,3570,29,0.008123249299719889
comics,561,60,0.10695187165775401
comma_johanneum,30,0,0.0
commodore_64,482,21,0.043568464730290454
common_cold,609,66,0.10837438423645321
common_cuckoo,32,1,0.03125
common_eland,59,5,0.0847457627118644
common_hazel,28,1,0.03571428571428571
common_sage,421,0,0.0
common_tern,34,7,0.20588235294117646
commonwealth_games,8993,42,0.004670299121538974
communication,7815,817,0.10454254638515675
communism,41131,307,0.007463956626388855
community,1149,19,0.016536118363794605
comoros,8978,9,0.0010024504343951882
compact_disc,4104,146,0.03557504873294347
company_(law),948,14,0.014767932489451477
compsognathus,832,0,0.0
computational_chemistry,2520,18,0.007142857142857143
computer,33166,1736,0.052342760658505696
computer_and_video_games,4240,454,0.10707547169811321
computer_programming,3258,277,0.08502148557397177
computer_science,10574,1185,0.11206733497257423
conakry,5421,13,0.002398081534772182
concorde,397,22,0.055415617128463476
condoleezza_rice,2711,36,0.013279232755440797
conflict,2863,20,0.006985679357317499
confucianism,8366,83,0.009921109251733206
confucius,1708,53,0.031030444964871194
congo_river,6124,62,0.010124101894186806
consolation_of_philosophy,237,2,0.008438818565400843
constantine_i,2068,11,0.005319148936170213
constantine_ii_of_scotland,73,0,0.0
"constitution_of_may_3,_1791",17,3,0.17647058823529413
constitutional_monarchy,21741,170,0.007819327537831747
constructivism_(art),621,5,0.008051529790660225
consumer_protection,247,5,0.020242914979757085
contact_lens,437,21,0.04805491990846682
continent,17593,801,0.04552947194907065
continental_crust,2042,63,0.030852105778648383
convention_on_the_international_trade_in_endangered_species_of_wild_flora_and_fauna,37,0,0.0
convention_on_the_rights_of_the_child,335,24,0.07164179104477612
cook_islands,2393,30,0.012536564981195153
cookiecutter_shark,567,22,0.03880070546737213
cooperative,1633,44,0.02694427434170239
coot,47,2,0.0425531914893617
copenhagen,11459,46,0.004014311894580679
copper,18192,292,0.016051011433597186
copper(i)_chloride,352,7,0.019886363636363636
coriander,353,16,0.0453257790368272
corinthian_war,1063,20,0.01881467544684854
cormorant,2052,20,0.009746588693957114
corn_oil,183,16,0.08743169398907104
cornea,1289,44,0.03413498836307215
cornell_university,1802,68,0.03773584905660377
coronation_street,469,13,0.02771855010660981
corporate_finance,168,33,0.19642857142857142
corporation,19613,213,0.010860143782185284
corrosion,2526,45,0.017814726840855107
corundum,740,8,0.010810810810810811
cosmic_inflation,2458,24,0.009764035801464606
cosmic_microwave_background_radiation,1933,21,0.010863942058975685
costa_rica,19602,63,0.0032139577594123047
costume_design,1,0,0.0
cotopaxi,155,8,0.05161290322580645
cotswolds,6002,10,0.0016661112962345886
cotton,14163,131,0.009249452799548119
coulomb's_law,1578,33,0.02091254752851711
country,28108,659,0.0234452824818557
coupling_(railway),19,0,0.0
coventry,5330,13,0.0024390243902439024
cpu_cache,1948,28,0.014373716632443531
crab_nebula,854,10,0.0117096018735363
crash_test_dummy,73,0,0.0
craters_of_the_moon_national_monument_and_preserve,258,5,0.01937984496124031
craton,4022,10,0.002486325211337643
creation-evolution_controversy,1864,52,0.027896995708154508
creationism,2621,54,0.02060282334986646
creative_commons,171,5,0.029239766081871343
cretaceous,9576,171,0.017857142857142856
cretaceous-tertiary_extinction_event,4684,47,0.010034158838599488
cricket,21322,142,0.006659788012381577
crime,21168,156,0.007369614512471655
crime_and_punishment,200,1,0.005
crimean_karaites,11,0,0.0
crimean_war,4883,21,0.004300634855621544
criticism_of_the_war_on_terrorism,0,0,
croatia,17866,52,0.0029105563640434346
crocodile,5665,64,0.011297440423654015
crohn's_disease,52,2,0.038461538461538464
cross_fell,11,1,0.09090909090909091
crow,1437,35,0.024356297842727904
crown_jewels_of_the_united_kingdom,256,11,0.04296875
crusades,11367,115,0.010117005366411542
crust_(geology),11106,129,0.011615343057806591
crustacean,10078,85,0.008434213137527288
cryptography,5130,71,0.013840155945419104
crystal,6413,123,0.019179791049430843
cs_gas,138,1,0.007246376811594203
cuba,30923,243,0.007858228503055977
cubeb,506,5,0.009881422924901186
cubism,2473,42,0.016983420946219168
cuckmere_haven,29,0,0.0
cultivar,3090,61,0.019741100323624597
cultural_diversity,66,9,0.13636363636363635
cultural_identity,3226,47,0.014569125852448853
culture,34755,951,0.02736296935692706
curium,1928,16,0.008298755186721992
currency,64827,329,0.005075045891372422
cyanocobalamin,336,13,0.03869047619047619
cyberpunk,98,2,0.02040816326530612
cyclops,1469,36,0.02450646698434309
cymbopogon,342,4,0.011695906432748537
cyprus,22364,91,0.004069039527812556
cyrus_k._holliday,0,0,
cyrus_the_great,1507,11,0.0072992700729927005
cystic_fibrosis,635,27,0.04251968503937008
czech_republic,18456,102,0.0055266579973992196
cædmon,71,2,0.028169014084507043
côte_d'ivoire,24006,43,0.0017912188619511789
dada,1336,11,0.008233532934131737
dakar,5896,9,0.0015264586160108548
"dakota,_minnesota_and_eastern_railroad",16,5,0.3125
"dallas,_texas",14759,52,0.0035232739345484113
dam,3621,67,0.018503175918254625
damascus,7424,31,0.004175646551724138
damascus_steel,289,13,0.04498269896193772
damon_hill,5335,6,0.0011246485473289597
dance,5870,205,0.03492333901192504
dandelion,2090,84,0.04019138755980861
daniel_day-lewis,136,0,0.0
daniel_ellsberg,39,0,0.0
danske_statsbaner,370,0,0.0
dante_alighieri,5198,39,0.007502885725278953
danube,6297,70,0.011116404637128792
darfur_conflict,2489,31,0.01245480112494978
dark_ages,10397,187,0.017985957487736848
darling_river,134,4,0.029850746268656716
darmstadtium,1817,10,0.00550357732526142
darth_vader,747,71,0.09504685408299866
dartmoor,146,0,0.0
das_kapital,453,13,0.02869757174392936
data_encryption_standard,110,11,0.1
david_attenborough,60,1,0.016666666666666666
david_beckham,264,29,0.10984848484848485
david_cameron,316,1,0.0031645569620253164
david_copperfield_(novel),138,8,0.057971014492753624
david_hilbert,3669,17,0.0046334150994821474
david_hume,3339,19,0.0056903264450434265
david_livingstone,3984,14,0.0035140562248995983
davis_cup,615,21,0.03414634146341464
day,9052,49,0.005413168360583296
dayuan,5,0,0.0
dead_sea,5824,95,0.016311813186813188
dead_sea_scrolls,348,19,0.05459770114942529
death_valley_national_park,312,15,0.04807692307692308
decade_volcanoes,508,10,0.01968503937007874
deconstructivism,38,0,0.0
definition_of_planet,1985,19,0.009571788413098237
deinonychus,1028,6,0.005836575875486381
deity,13897,171,0.01230481398863064
delhi,3596,44,0.012235817575083427
deluge_(mythology),3689,32,0.00867443751694226
demand_note,193,6,0.031088082901554404
democracy,32929,401,0.012177715691335904
democratic_action_party,45,6,0.13333333333333333
democratic_republic_of_the_congo,13619,128,0.009398634260958954
demosthenes,1211,8,0.006606110652353427
denis_law,107,11,0.102803738317757
denmark,53157,414,0.007788249901235961
dennis_ritchie,132,13,0.09848484848484848
"denver,_colorado",13950,43,0.003082437275985663
derby,830,2,0.0024096385542168677
desert,28858,237,0.008212627347702544
desert_locust,126,1,0.007936507936507936
desmond_tutu,1215,9,0.007407407407407408
despotism,4617,23,0.004981589776911414
"detroit,_michigan",15315,72,0.004701273261508325
devonian,10979,23,0.002094908461608525
diabetes_mellitus,895,35,0.03910614525139665
diamond,7415,164,0.022117329737019555
diamond_cut,13,1,0.07692307692307693
diamond_simulant,190,14,0.07368421052631578
diane_keaton,62,9,0.14516129032258066
dice,759,28,0.03689064558629776
dido_and_aeneas,261,2,0.007662835249042145
diego_garcia,426,5,0.011737089201877934
diego_maradona,352,18,0.05113636363636364
diego_velázquez,719,3,0.004172461752433936
differential_equation,2453,60,0.02445984508764778
dik-dik,59,4,0.06779661016949153
dill,438,9,0.02054794520547945
dilophosaurus,89,7,0.07865168539325842
dimetrodon,3137,7,0.0022314313037934334
dingo,1832,45,0.024563318777292575
dinosaur,14386,726,0.05046573057138885
diplodocus,971,36,0.037075180226570546
directdebit,0,0,
disneyland_railroad,0,0,
distilled_beverage,522,23,0.044061302681992334
dixie_mission,45,4,0.08888888888888889
djibouti,8174,16,0.0019574259848299485
dmitri_mendeleev,2517,32,0.012713547874453715
dna,20671,367,0.01775434183155145
dna_repair,1427,31,0.021723896285914507
doctor_who,1966,131,0.06663275686673449
dodo,2145,41,0.019114219114219115
dog,2911,172,0.05908622466506355
doha,2384,12,0.0050335570469798654
dolphin,18439,260,0.01410054775204729
domesday_book,4954,20,0.004037141703673799
domestic_goat,2682,45,0.016778523489932886
domesticated_turkey,144,32,0.2222222222222222
dominica,19307,29,0.0015020458900916766
dominican_republic,19701,84,0.004263742957210294
donald_bradman,80,9,0.1125
donald_duck,111,6,0.05405405405405406
donald_knuth,89,10,0.11235955056179775
doom,933,39,0.04180064308681672
dorset,2873,16,0.005569091541942221
double-decker_bus,158,22,0.13924050632911392
double_bass,1231,34,0.02761982128350934
douglas_adams,1312,25,0.019054878048780487
dove,4827,125,0.025896001657344105
dover,691,12,0.017366136034732273
down_syndrome,2726,22,0.008070432868672046
dr._seuss,343,74,0.21574344023323616
drama,11636,176,0.015125472671020969
drawing,2547,104,0.040832351786415394
dresden,2728,29,0.01063049853372434
drinking_water,2835,129,0.0455026455026455
drosera_anglica,16,4,0.25
drosophila_melanogaster,1540,18,0.011688311688311689
drought,10904,81,0.007428466617754952
drum_and_bass,4777,20,0.004186728072011723
du_fu,401,6,0.014962593516209476
dualism_(philosophy_of_mind),45,1,0.022222222222222223
dubai,1630,61,0.03742331288343558
dublin,10759,111,0.01031694395389906
dubnium,1804,12,0.0066518847006651885
duchenne_muscular_dystrophy,35,0,0.0
dundee,1544,34,0.022020725388601035
dundee_united_f.c.,59,8,0.13559322033898305
dune,599,35,0.05843071786310518
dunnock,49,4,0.08163265306122448
dunstable_downs,0,0,
duran_duran,274,16,0.058394160583941604
durham,218,4,0.01834862385321101
durham_cathedral,184,8,0.043478260869565216
durian,482,2,0.004149377593360996
dutch_language,21683,245,0.01129917446847761
dvd,6241,260,0.041659990386156066
dwight_d._eisenhower,2972,46,0.01547779273216689
dysprosium,1997,9,0.004506760140210316
dál_riata,863,0,0.0
düsseldorf,3435,10,0.002911208151382824
e._e._cummings,538,10,0.01858736059479554
eagle,3941,165,0.041867546308043645
eagle_scout_(boy_scouts_of_america),345,6,0.017391304347826087
earl_of_shaftesbury,146,0,0.0
earth,61419,4172,0.06792686302284309
earth's_atmosphere,20075,488,0.02430884184308842
earthquake,14454,333,0.02303860523038605
east-west_schism,2682,21,0.007829977628635347
east_africa,13118,170,0.012959292575087666
east_flemish,276,11,0.03985507246376811
east_timor,8126,16,0.0019689884321929607
eastenders,551,24,0.043557168784029036
easter_island,2892,20,0.006915629322268326
eastern_orthodox_church,12584,87,0.006913541004450095
ebony,456,22,0.04824561403508772
echelon,180,9,0.05
ecology,7844,222,0.02830188679245283
economic_inequality,762,1,0.0013123359580052493
economics,17019,408,0.023973206416358188
economy_of_africa,1705,6,0.0035190615835777126
economy_of_india,115,6,0.05217391304347826
economy_of_pakistan,39,2,0.05128205128205128
economy_of_the_republic_of_ireland,247,1,0.004048582995951417
ecuador,25634,105,0.004096122337520481
edema,2968,11,0.003706199460916442
edgar_allan_poe,1634,40,0.02447980416156671
edible_salt,1392,79,0.05675287356321839
edinburgh,11613,87,0.007491604236631361
edmond_halley,1288,9,0.006987577639751553
edmund_burke,1881,4,0.002126528442317916
edmund_hillary,224,6,0.026785714285714284
education,24876,301,0.012100016079755587
education_in_the_united_states,12876,175,0.013591177384280832
educational_psychology,765,36,0.047058823529411764
edward_gibbon,2772,11,0.003968253968253968
edward_i_of_england,2124,67,0.03154425612052731
edward_ii_of_england,983,55,0.05595116988809766
edward_iii_of_england,2404,68,0.028286189683860232
edward_iv_of_england,938,56,0.05970149253731343
edward_jenner,644,14,0.021739130434782608
edward_teller,603,7,0.011608623548922056
edward_the_confessor,6463,38,0.005879622466346898
edward_v_of_england,589,40,0.06791171477079797
edward_vi_of_england,1580,40,0.02531645569620253
edward_vii_of_the_united_kingdom,1460,50,0.03424657534246575
edward_viii_of_the_united_kingdom,1128,37,0.03280141843971631
edwin_of_northumbria,193,2,0.010362694300518135
effect_of_hurricane_katrina_on_new_orleans,196,18,0.09183673469387756
effects_of_global_warming,535,9,0.016822429906542057
effects_of_nuclear_explosions,305,12,0.03934426229508197
egg_(food),3254,52,0.015980331899200985
egypt,48944,886,0.018102321019941157
egyptian_pyramids,3341,125,0.037413947919784495
eilmer_of_malmesbury,114,0,0.0
einsteinium,2228,21,0.009425493716337522
el_aaiún,3731,1,0.0002680246582685607
el_lissitzky,9,0,0.0
el_niño-southern_oscillation,2399,22,0.00917048770320967
el_salvador,19132,26,0.001358979719841104
elagabalus,1449,9,0.006211180124223602
eldfell,395,17,0.043037974683544304
election,4597,57,0.012399390907113336
electric_charge,5236,158,0.030175706646294882
electric_field,4157,98,0.023574693288429156
electrical_engineering,3676,94,0.025571273122959738
electrical_resistance,3228,58,0.017967781908302356
electricity,15459,585,0.03784203376673782
electromagnetic_radiation,8404,198,0.02356020942408377
electron,24474,259,0.010582659148484106
electron_beam_welding,322,12,0.037267080745341616
electronics,22334,801,0.035864601056684875
elementary_algebra,315,46,0.14603174603174604
elementary_arithmetic,142,24,0.16901408450704225
elementary_group_theory,15,1,0.06666666666666667
eleocharis_dulcis,38,4,0.10526315789473684
elephant,11450,294,0.025676855895196506
elephant_bird,22,1,0.045454545454545456
elephant_shrew,2271,51,0.022457067371202115
elias_ashmole,31,0,0.0
eliminative_materialism,6,0,0.0
elizabeth_fry,36,0,0.0
elizabeth_i_of_england,4859,116,0.023873224943403992
elizabeth_ii_of_the_united_kingdom,14674,314,0.02139839171323429
elvis_presley,14420,123,0.008529819694868239
emacs,347,16,0.04610951008645533
emanuel_swedenborg,693,8,0.011544011544011544
emd_f7,152,5,0.03289473684210526
emirate,1043,18,0.01725790987535954
emotion,6476,210,0.03242742433600988
emperor_penguin,449,38,0.08463251670378619
empiricism,4181,20,0.004783544606553456
employment,3988,94,0.02357071213640923
emu,2930,39,0.013310580204778157
enceladus_(moon),3008,5,0.0016622340425531915
encyclopædia_britannica,857,22,0.025670945157526253
energy,21442,504,0.02350527003078071
engineering,13055,444,0.03400995787054768
england,65232,4413,0.06765084621044885
england_expects_that_every_man_will_do_his_duty,9,0,0.0
english_channel,19901,214,0.010753228480980856
english_language,86373,2006,0.02322485035832957
english_peasants'_revolt_of_1381,475,6,0.01263157894736842
english_poetry,207,5,0.024154589371980676
english_reformation,968,23,0.023760330578512397
enigma_machine,2947,22,0.007465218866644045
entropy,3617,34,0.009400055294442908
environmental_science,441,21,0.047619047619047616
enzyme_kinetics,700,18,0.025714285714285714
eocene,1500,22,0.014666666666666666
epaminondas,1065,0,0.0
epazote,272,1,0.003676470588235294
epic_of_gilgamesh,2697,18,0.006674082313681869
episcopal_polity,836,5,0.005980861244019139
equal_protection_clause,61,16,0.26229508196721313
equatorial_guinea,22728,15,0.0006599788806758184
erbium,2058,11,0.005344995140913508
eric_clapton,1527,21,0.0137524557956778
erie_canal,14462,33,0.0022818420688701423
eris_(dwarf_planet),2020,9,0.004455445544554455
eritrea,8190,18,0.002197802197802198
ernest_hemingway,3176,61,0.01920654911838791
ernest_rutherford,3018,25,0.00828363154406892
eruption_column,92,6,0.06521739130434782
erwin_rommel,3820,15,0.003926701570680628
eskimo,366,3,0.00819672131147541
esperanto,3832,27,0.007045929018789144
essential_oil,822,44,0.0535279805352798
estonia,19536,31,0.0015868140868140867
ethanol,6078,187,0.030766699572227708
ethics,10912,145,0.013288123167155426
ethiopia,16763,212,0.012646900912724452
ethiopian_wolf,23,0,0.0
ethnic_group,19551,123,0.00629123829983121
euclid,3765,77,0.020451527224435592
euclidean_geometry,2382,48,0.020151133501259445
eukaryote,12138,170,0.014005602240896359
euphrates,5357,33,0.006160164271047228
eurasian_collared_dove,158,6,0.0379746835443038
eurasian_eagle_owl,138,13,0.09420289855072464
eurasian_jay,17,2,0.11764705882352941
euro,22951,141,0.00614352315803233
europe,133170,5565,0.04178869114665465
european_goldfinch,99,2,0.020202020202020204
european_parliament,4260,59,0.013849765258215962
european_space_agency,6022,113,0.018764530056459647
european_union,53026,1138,0.02146116999207936
europium,1906,14,0.007345225603357817
eurovision_song_contest,749,8,0.010680907877169559
eva_perón,235,4,0.01702127659574468
evolution,22050,623,0.028253968253968254
evolutionarily_stable_strategy,139,5,0.03597122302158273
existentialism,3791,66,0.017409654444737535
exploration_of_mars,23,15,0.6521739130434783
explorer_i,411,16,0.038929440389294405
expressionism,2450,29,0.01183673469387755
extinct_birds,60,10,0.16666666666666666
extinction,13608,227,0.016681363903586127
extrasolar_planet,3513,137,0.0389980074010817
extraterrestrial_life,1331,48,0.03606311044327573
eye,7686,438,0.05698672911787666
eye_(cyclone),534,10,0.018726591760299626
eyelid,508,29,0.05708661417322835
ezra_pound,526,11,0.02091254752851711
f-35_lightning_ii,324,4,0.012345679012345678
f-4_phantom_ii,125,1,0.008
fair_isle,407,5,0.012285012285012284
falcon,2111,55,0.026054002842254856
falkland_islands,7243,24,0.0033135441115559852
family,7130,75,0.010518934081346423
famine,8473,91,0.01073999763956096
faroe_islands,14685,32,0.0021790943139257746
fascism,6321,67,0.010599588672678373
fashion,4770,68,0.014255765199161425
fatty_acid,3920,80,0.02040816326530612
fauna_of_australia,95,1,0.010526315789473684
feather,4052,89,0.021964461994077
fed_cup,54,10,0.18518518518518517
federal_bureau_of_investigation,16144,73,0.004521803766105055
federated_states_of_micronesia,15676,10,0.0006379178361826997
fedora_core,171,4,0.023391812865497075
feldspar,1006,11,0.010934393638170975
felice_beato,1358,0,0.0
felix_mendelssohn,3213,6,0.0018674136321195146
felix_the_cat,54,1,0.018518518518518517
fencing,662,8,0.012084592145015106
fennel,456,5,0.010964912280701754
ferdinand_magellan,3621,22,0.006075669704501519
ferdinandea,11,0,0.0
fermi_paradox,559,9,0.016100178890876567
fermium,1828,5,0.002735229759299781
fern,4179,57,0.013639626704953339
fertile_crescent,3058,27,0.00882930019620667
fertilizer,7986,161,0.020160280490859002
ffestiniog_railway,2,1,0.5
fiberglass,250,11,0.044
fiction,5714,201,0.0351767588379419
fidel_castro,1502,58,0.03861517976031957
fieldfare,10,0,0.0
fifa,6425,137,0.02132295719844358
fifa_world_cup,9066,110,0.01213324509155085
fiji,5518,24,0.004349401957230881
film,28127,1060,0.037686208980694705
final_fantasy_(video_game),0,0,
finance,21970,159,0.007237141556668184
fine_art,14248,146,0.010247052217855138
finland,26939,180,0.006681762500464011
fire,6267,96,0.015318334131163236
firearm,580,65,0.11206896551724138
firecrest,0,0,
firefly_(tv_series),163,5,0.03067484662576687
first_council_of_nicaea,1605,5,0.003115264797507788
first_crusade,2086,35,0.016778523489932886
first_macedonian_war,216,10,0.046296296296296294
first_transcontinental_railroad,2201,50,0.02271694684234439
fish,27429,1033,0.037660869882241425
fishing,11190,332,0.02966934763181412
flag_of_australia,1329,37,0.02784048156508653
flag_of_belarus,95,14,0.14736842105263157
flag_of_hong_kong,115,11,0.09565217391304348
flag_of_india,1703,20,0.011743981209630064
flag_of_mexico,1192,25,0.02097315436241611
flag_of_south_africa,822,24,0.029197080291970802
flag_of_the_republic_of_china,594,11,0.018518518518518517
flamingo,1828,37,0.02024070021881838
flanders,11002,39,0.0035448100345391747
flat_earth,4215,15,0.0035587188612099642
flemish_(linguistics),389,8,0.02056555269922879
flemish_dialects,86,13,0.1511627906976744
flemish_people,260,19,0.07307692307692308
flood,7020,102,0.01452991452991453
floppy_disk,2682,56,0.020879940343027592
florence_nightingale,877,8,0.009122006841505131
florida,24112,640,0.026542800265428004
florida_east_coast_railway,49,5,0.10204081632653061
flower,9040,310,0.034292035398230086
fluorine,4779,37,0.007742205482318477
flute,4700,64,0.013617021276595745
folic_acid,814,41,0.05036855036855037
folk_music,5937,226,0.038066363483240696
folklore,7625,115,0.015081967213114755
food,15416,721,0.04676959003632589
football,10350,229,0.0221256038647343
football_(soccer),49216,422,0.00857444733420026
force,4299,150,0.034891835310537335
forest,14417,226,0.01567593812859818
formic_acid,1466,17,0.011596180081855388
formula_one,6140,58,0.009446254071661237
forrest_gump,568,36,0.06338028169014084
forth_bridge_(railway),82,3,0.036585365853658534
forth_road_bridge,8,0,0.0
fossil,14635,294,0.020088828151691152
