linkTarget,impressions,hits,CTR
abidjan,5722,6,0.0010485844110450892
abkhazia,684,6,0.008771929824561403
able_archer_83,173,4,0.023121387283236993
abo_blood_group_system,45,7,0.15555555555555556
abraham_lincoln,17896,168,0.009387572641931158
absinthe,151,17,0.11258278145695365
absolute_zero,953,46,0.048268625393494226
abstract_art,1717,38,0.0221316249271986
abu_dhabi,2467,12,0.004864207539521687
abuja,4066,12,0.002951303492375799
acceleration,2932,58,0.019781718963165076
accountancy,1628,27,0.016584766584766583
accra,5465,12,0.0021957913998170175
acetic_acid,1925,31,0.016103896103896103
acetone,1493,10,0.006697923643670462
achilles,1631,98,0.060085836909871244
acid_rain,6281,76,0.012099984078968317
acorn_computers,58,4,0.06896551724137931
actinium,1911,11,0.0057561486132914706
action_potential,3166,45,0.014213518635502211
actor,4845,384,0.07925696594427245
acts_of_union_1707,14521,40,0.002754631223744921
adam_smith,9616,42,0.004367720465890183
addis_ababa,4326,11,0.002542764678687009
adelaide,2089,18,0.00861656294877932
adenosine_triphosphate,2031,41,0.02018709995076317
adolf_hitler,14339,888,0.06192900481205105
advertising,19762,202,0.010221637486084404
aesthetics,9980,100,0.01002004008016032
afghan_hound,131,5,0.03816793893129771
afghanistan,18235,184,0.010090485330408554
africa,68411,3490,0.051015187616026664
african_american_literature,146,2,0.0136986301369863
african_buffalo,56,7,0.125
african_clawed_frog,118,12,0.1016949152542373
african_darter,22,0,0.0
african_dwarf_frog,82,10,0.12195121951219512
african_great_lakes,4057,41,0.0101059896475228
african_grey_parrot,82,9,0.10975609756097561
african_penguin,232,33,0.14224137931034483
african_slave_trade,346,33,0.0953757225433526
african_union,6727,68,0.01010851791288836
african_wild_dog,597,12,0.020100502512562814
afrikaans,9352,37,0.003956372968349016
agamemnon,1395,21,0.015053763440860216
age_of_enlightenment,16330,176,0.010777709736680956
aggregator,36,0,0.0
agnosticism,6468,33,0.00510204081632653
agriculture,54965,1713,0.031165287000818703
aids,11868,259,0.02182339063026626
airbus,7888,39,0.00494421906693712
airbus_a380,2752,48,0.01744186046511628
aircraft,6212,189,0.03042498390212492
aircraft_carrier,4005,67,0.016729088639200997
airship,3277,72,0.02197131522734208
ajax_(programming),598,11,0.01839464882943144
ak-47,144,15,0.10416666666666667
akbar,611,2,0.0032733224222585926
akhenaten,1375,9,0.006545454545454545
akira_kurosawa,343,5,0.014577259475218658
akkadian_empire,494,13,0.02631578947368421
akrotiri_and_dhekelia,1802,5,0.002774694783573807
aksumite_currency,14,0,0.0
al_jazeera,513,15,0.029239766081871343
alamosaurus,0,0,
alan_turing,2019,56,0.02773650321941555
albania,21516,29,0.0013478341699200596
albatross,3815,44,0.011533420707732634
albert_einstein,13467,411,0.030519046558253507
alberto_santos-dumont,278,1,0.0035971223021582736
albigensian_crusade,819,8,0.009768009768009768
albinism,210,12,0.05714285714285714
albrecht_dürer,1375,13,0.009454545454545455
alchemy,8248,172,0.020853540252182348
alcibiades,1166,7,0.006003430531732418
alco_fa,65,3,0.046153846153846156
alcohol,9183,184,0.020037024937384296
aleksandr_pushkin,1575,20,0.012698412698412698
aleksandr_vasilevsky,61,1,0.01639344262295082
alexander_graham_bell,2290,104,0.045414847161572056
alexander_hamilton,2242,19,0.00847457627118644
alexander_the_great,8474,202,0.02383762095822516
alfred_hitchcock,801,35,0.04369538077403246
alfred_nobel,1201,32,0.026644462947543714
alfred_the_great,6828,42,0.006151142355008787
algebra,4267,113,0.026482306069838295
algeria,17996,96,0.005334518781951545
algerian_civil_war,86,9,0.10465116279069768
algiers,4585,8,0.0017448200654307524
algol,548,2,0.0036496350364963502
algorithm,4388,126,0.02871467639015497
alice's_adventures_in_wonderland,610,25,0.040983606557377046
all_blacks,514,29,0.05642023346303502
all_you_need_is_love_(the_jams_song),0,0,
allah,2293,45,0.01962494548626254
allegory_in_the_middle_ages,269,8,0.02973977695167286
alligator,382,21,0.0549738219895288
alliterative_verse,33,0,0.0
allosaurus,870,11,0.01264367816091954
almaty,466,9,0.019313304721030045
almond,1802,44,0.0244173140954495
alpaca,447,9,0.020134228187919462
alphabet,1360,81,0.05955882352941176
alternating_current,1954,45,0.02302968270214944
alternation_of_generations,49,6,0.12244897959183673
alternative_rock,811,44,0.05425400739827373
aluminium,13626,223,0.01636577131953618
aluminium_chloride,283,47,0.16607773851590105
alzheimer's_disease,4489,76,0.016930274003118733
amaranth_oil,28,0,0.0
"amarillo,_texas",151,1,0.006622516556291391
amazon_basin,2787,45,0.016146393972012917
amazon_parrot,82,8,0.0975609756097561
amazon_rainforest,3185,127,0.039874411302982735
amazon_river,5606,123,0.02194077773813771
amber,4717,30,0.006359974560101759
american_civil_war,22432,362,0.0161376604850214
american_english,19294,257,0.01332020317197056
american_football,19357,246,0.01270858087513561
american_popular_music,13511,122,0.009029679520390793
american_revolutionary_war,17115,208,0.012153082091732399
american_samoa,13849,24,0.0017329771102606686
americium,1977,25,0.012645422357106728
amish,655,10,0.015267175572519083
ammolite,19,0,0.0
ammonia,11788,75,0.006362402443162538
ammonite,1660,15,0.009036144578313253
ammosaurus,794,8,0.010075566750629723
amsterdam,12245,93,0.007594936708860759
amtrak,16569,135,0.008147745790331342
amur,3901,12,0.0030761343245321714
anaconda,1182,28,0.023688663282571912
analytical_marxism,196,9,0.04591836734693878
anarchism,3595,58,0.016133518776077885
anarcho-capitalism,397,9,0.022670025188916875
anatomy,5532,158,0.02856109906001446
ancient_egypt,24069,735,0.030537205534089493
ancient_greece,37939,1007,0.026542607870529006
ancient_history,2610,21,0.008045977011494253
ancient_rome,31326,652,0.020813381855327842
andes,7712,61,0.007909751037344398
andorra,14439,12,0.0008310824849366299
andrew_carnegie,668,25,0.0374251497005988
andrew_dickson_white,89,1,0.011235955056179775
andrew_jackson,2704,19,0.0070266272189349116
andrew_johnson,1638,16,0.009768009768009768
andrew_robinson,33,4,0.12121212121212122
andriyivskyy_descent,27,5,0.18518518518518517
andromeda_galaxy,986,52,0.05273833671399594
andrés_nocioni,179,1,0.00558659217877095
andy_warhol,1486,49,0.03297442799461642
anemia,1742,62,0.03559127439724455
angel_shark,504,16,0.031746031746031744
angelica,61,0,0.0
angkor,246,5,0.02032520325203252
angkor_wat,349,11,0.03151862464183381
anglican_church_of_australia,201,8,0.03980099502487562
anglican_communion,13838,73,0.0052753288047405695
anglicanism,15958,84,0.0052638175209926055
anglo-saxon_literature,108,1,0.009259259259259259
angola,13014,37,0.002843092054710312
anguilla,17409,7,0.0004020908725371934
animal,42468,2426,0.057125364980691345
animal_law,97,20,0.20618556701030927
animal_rights,3242,105,0.0323874151758174
animation,3817,380,0.09955462405030129
ankylosaurus,456,13,0.02850877192982456
"ann_arbor,_michigan",166,6,0.03614457831325301
anna_karenina,132,3,0.022727272727272728
anne_frank,1352,52,0.038461538461538464
anne_of_great_britain,7346,44,0.005989654233596515
anno_domini,13668,72,0.0052677787532923615
anschluss,1497,10,0.006680026720106881
ant,4224,92,0.021780303030303032
antananarivo,3794,15,0.003953610964681075
antarctic_krill,780,17,0.021794871794871794
antarctic_treaty_system,538,10,0.01858736059479554
antarctica,34393,332,0.009653127089814788
antarctosaurus,0,0,
anteater,310,2,0.0064516129032258064
antelope,2085,65,0.03117505995203837
anthony_van_dyck,383,6,0.015665796344647518
anthropology,16098,217,0.01347993539570133
antigua_and_barbuda,18371,14,0.0007620706548364269
antimony,3748,9,0.00240128068303095
antoine_lavoisier,4014,30,0.007473841554559043
antonio_vivaldi,642,16,0.024922118380062305
antonín_dvořák,1154,0,0.0
antwerp,6710,26,0.0038748137108792846
apatosaurus,169,31,0.1834319526627219
ape,3828,129,0.03369905956112853
aphid,927,16,0.017259978425026967
apollo,2833,73,0.025767737380868336
apollo_11,14401,322,0.0223595583640025
apollo_8,5685,76,0.013368513632365875
apostolic_succession,1713,34,0.0198482194979568
apple,3895,205,0.05263157894736842
applied_mathematics,2391,79,0.03304056879966541
apricot,449,28,0.062360801781737196
aquarium,2897,109,0.037625129444252677
arab-israeli_conflict,1380,19,0.013768115942028985
arab_league,2297,16,0.006965607313887679
arabic_language,37917,291,0.007674657805206108
arable_land,4761,31,0.006511237135055661
aral_sea,2692,19,0.007057949479940565
arcadia_(play),15,1,0.06666666666666667
archaeoastronomy,530,8,0.01509433962264151
archaeology,16778,260,0.015496483490284896
archaeopteryx,3660,31,0.008469945355191256
archbishop_of_canterbury,13100,87,0.006641221374045801
archimedes,2191,43,0.019625741670470105
architecture,16124,166,0.010295212106177128
arctic,12588,208,0.016523673339688592
arctic_circle,6273,85,0.013550135501355014
arctic_monkeys,5363,27,0.005034495618124185
arctic_ocean,33474,220,0.006572265041524765
arctic_tern,1757,18,0.010244735344336939
arecaceae,3117,26,0.008341353865896696
argan,482,5,0.01037344398340249
argentina,41491,235,0.005663878913499313
argon,9773,53,0.005423104471503121
argyle_diamond_mine,24,1,0.041666666666666664
ariel_sharon,2124,9,0.00423728813559322
aristarchus_(crater),110,0,0.0
aristotle,24698,436,0.017653251275406914
arithmetic,3717,155,0.04170029593758407
armadillo,1807,12,0.006640841173215274
"armand_jean_du_plessis,_cardinal_richelieu",233,0,0.0
armenia,18907,28,0.001480932987782303
armia_krajowa,3069,1,0.00032583903551645487
arnold_schwarzenegger,1668,65,0.03896882494004796
ars_moriendi,89,0,0.0
arsenal_f.c.,7113,10,0.0014058765640376776
arsenic,4962,29,0.0058444175735590485
art,19152,764,0.03989139515455305
arthropod,7504,117,0.015591684434968016
arthur_ernest_percival,0,0,
arthur_sullivan,258,3,0.011627906976744186
"arthur_wellesley,_1st_duke_of_wellington",919,18,0.01958650707290533
arts_and_crafts,192,0,0.0
aruba,19186,15,0.000781820077139581
arugula,72,10,0.1388888888888889
ascariasis,91,3,0.03296703296703297
ascii,474,16,0.03375527426160337
asia,61036,1466,0.02401861196670817
asp_(reptile),2,0,0.0
asparagus,666,42,0.06306306306306306
asperger_syndrome,429,5,0.011655011655011656
assyria,3249,19,0.005847953216374269
astatine,1855,11,0.005929919137466307
asteroid,12009,137,0.01140811058372887
asthma,1706,40,0.023446658851113716
astrology,4401,97,0.02204044535332879
astronomy,10598,488,0.046046423853557276
asunción,1206,6,0.004975124378109453
at&t,761,29,0.03810775295663601
ateneo_de_manila_university,0,0,
athanasius_kircher,516,0,0.0
atheism,10313,79,0.007660234655289441
athena,3947,92,0.02330884215860147
athens,16454,319,0.019387383007171508
athletics_(track_and_field),2018,48,0.023785926660059464
"atlanta,_georgia",16773,43,0.0025636439515888633
atlantic_coast_line_railroad,57,5,0.08771929824561403
atlantic_ocean,69049,1726,0.024996741444481455
atlantic_slave_trade,4742,93,0.0196119780683256
atlantis,560,12,0.02142857142857143
atom,12677,330,0.02603139544056165
atonality,1260,12,0.009523809523809525
attack_on_pearl_harbor,20217,156,0.007716278379581541
attalus_i,142,4,0.028169014084507043
attention-deficit_hyperactivity_disorder,527,17,0.03225806451612903
attila_the_hun,1097,23,0.020966271649954422
auckland,2159,26,0.012042612320518759
"augusta,_lady_gregory",48,0,0.0
augustan_literature,24,2,0.08333333333333333
auguste_rodin,3338,6,0.0017974835230677051
augustine_of_hippo,6370,48,0.0075353218210361065
augustus,7550,49,0.006490066225165563
australia,56256,1255,0.02230873151308305
australian_english,3404,29,0.008519388954171562
australian_green_tree_frog,2356,66,0.02801358234295416
australian_open,1926,47,0.024402907580477674
australian_rules_football,2084,33,0.01583493282149712
austria,28561,291,0.010188718882392074
autism,717,18,0.02510460251046025
auto_racing,16198,35,0.00216076058772688
autocracy,3617,48,0.013270666298037047
automated_teller_machine,344,2,0.005813953488372093
automobile,14084,303,0.021513774495881852
autorack,128,9,0.0703125
autostereogram,0,0,
autumn,2747,39,0.014197306152166
avacha_volcano,21,7,0.3333333333333333
avalanche,469,34,0.07249466950959488
avatar__the_last_airbender,2,0,0.0
avocado,1757,22,0.012521343198634035
avon_gorge,106,12,0.11320754716981132
avro_lancaster,316,0,0.0
axe,868,23,0.026497695852534562
ayaan_hirsi_ali,663,2,0.0030165912518853697
"aymer_de_valence,_2nd_earl_of_pembroke",43,0,0.0
azerbaijan,18372,44,0.0023949488351839754
azerbaijani_people,1261,12,0.00951625693893735
aztec,4424,132,0.029837251356238697
b_vitamins,572,40,0.06993006993006994
babe_ruth,444,32,0.07207207207207207
baboon,815,17,0.020858895705521473
babur,1139,7,0.006145741878841089
babylonia,3196,70,0.02190237797246558
backgammon,421,12,0.028503562945368172
bacteria,20670,323,0.015626511852926947
badger,702,4,0.005698005698005698
badminton,7351,20,0.0027207182696231806
bae_systems,5656,13,0.0022984441301272984
baghdad,8045,85,0.010565568676196395
bahrain,6063,18,0.0029688273132112814
bahá'í_faith,24884,16,0.0006429834431763383
baker_island,12745,2,0.0001569242840329541
bald_eagle,12921,216,0.016716972370559555
baltic_sea,17088,137,0.008017322097378278
"baltimore,_maryland",15981,21,0.001314060446780552
bamako,3743,21,0.0056104728827144
banana,2945,169,0.057385398981324276
bandicoot,92,11,0.11956521739130435
bangalore,2141,4,0.0018682858477347033
bangkok,3738,21,0.0056179775280898875
bangladesh,18064,48,0.002657218777679362
banjul,5484,6,0.0010940919037199124
banknote,2732,50,0.018301610541727673
banksy,88,0,0.0
bantu,5498,20,0.0036376864314296106
barack_obama,88,4,0.045454545454545456
barbados,20857,41,0.0019657668888143067
barbara_mcclintock,909,9,0.009900990099009901
barbary_lion,102,0,0.0
barbary_macaque,66,5,0.07575757575757576
barcelona,11178,55,0.004920379316514582
barium,2954,41,0.013879485443466486
barley,5504,142,0.025799418604651164
barn_owl,129,10,0.07751937984496124
barnacle,542,22,0.04059040590405904
baroque,2649,48,0.01812004530011325
barracuda,15,0,0.0
baruch_spinoza,2545,11,0.004322200392927309
baseball,20696,199,0.009615384615384616
basel,671,7,0.010432190760059613
basic,2189,21,0.009593421653723162
basil,459,15,0.032679738562091505
basil_brush,0,0,
basilica_of_san_francesco_d'assisi,21,1,0.047619047619047616
basilica_of_santa_maria_degli_angeli,21,0,0.0
basketball,26417,163,0.006170269144868835
basking_shark,1084,65,0.05996309963099631
bass_(fish),124,1,0.008064516129032258
bassoon,201,20,0.09950248756218906
bat,3655,137,0.037482900136798905
bat-eared_fox,44,9,0.20454545454545456
"bath,_somerset",228,1,0.0043859649122807015
bath_school_disaster,23,0,0.0
batholith,684,7,0.01023391812865497
batman,686,46,0.06705539358600583
battle_of_alesia,230,10,0.043478260869565216
battle_of_amiens,784,9,0.011479591836734694
battle_of_austerlitz,248,9,0.036290322580645164
battle_of_badr,77,6,0.07792207792207792
battle_of_bicocca,13,6,0.46153846153846156
battle_of_britain,4038,47,0.011639425458147598
battle_of_cannae,58,1,0.017241379310344827
battle_of_france,999,12,0.012012012012012012
battle_of_gettysburg,13452,49,0.0036425810288432947
battle_of_grunwald,304,2,0.006578947368421052
battle_of_hastings,6208,29,0.0046713917525773195
battle_of_jutland,918,10,0.010893246187363835
battle_of_lechaeum,24,5,0.20833333333333334
battle_of_leyte_gulf,2826,19,0.006723283793347488
battle_of_marathon,1577,19,0.012048192771084338
battle_of_midway,3144,56,0.017811704834605598
battle_of_moscow,3441,18,0.0052310374891020054
battle_of_normandy,4169,50,0.011993283761093787
battle_of_rennell_island,58,4,0.06896551724137931
battle_of_sitka,3,0,0.0
battle_of_smolensk_(1943),59,0,0.0
battle_of_stalingrad,7857,43,0.005472826778668703
battle_of_the_bulge,2977,31,0.010413167618407793
battle_of_the_eastern_solomons,110,4,0.03636363636363636
battle_of_the_little_bighorn,263,0,0.0
battle_of_the_santa_cruz_islands,99,5,0.050505050505050504
battle_of_the_somme_(1916),960,7,0.007291666666666667
battle_of_tours,1572,6,0.003816793893129771
battle_of_vaslui,110,5,0.045454545454545456
battle_of_warsaw_(1920),99,5,0.050505050505050504
bay_area_rapid_transit,1064,16,0.015037593984962405
bay_of_bengal,3603,41,0.011379406050513461
bbc,14779,322,0.021787671696325867
bbc_television_drama,222,7,0.03153153153153153
beach,1376,46,0.03343023255813953
bean,3104,708,0.22809278350515463
bear,1918,46,0.023983315954118872
beatles_for_sale,392,10,0.025510204081632654
beaver,1863,62,0.03327965646806227
bedbug,353,14,0.039660056657223795
bede,6549,18,0.002748511223087494
bee,4652,128,0.027515047291487533
beeching_axe,360,1,0.002777777777777778
beekeeping,2673,25,0.00935278713056491
beer,6034,138,0.02287040106065628
beet,1255,24,0.019123505976095617
beetle,2372,80,0.03372681281618887
behavioral_finance,76,1,0.013157894736842105
behistun_inscription,180,4,0.022222222222222223
beijing,15087,111,0.007357327500497117
beirut,4047,22,0.0054361255250803065
belarus,14638,40,0.0027326137450471378
belfast,8830,36,0.0040770101925254815
belgium,45159,232,0.005137403396886556
belize,22344,21,0.0009398496240601503
ben_jonson,12050,23,0.001908713692946058
ben_nevis,6630,9,0.0013574660633484162
benin,22080,20,0.0009057971014492754
benito_mussolini,5783,55,0.009510634618710012
benjamin_britten,9955,14,0.0014063284781516826
"benjamin_disraeli,_1st_earl_of_beaconsfield",2555,12,0.004696673189823875
benjamin_franklin,4809,109,0.022665834892909128
benjamin_harrison,1855,13,0.007008086253369272
benjamin_mountfort,0,0,
benzene,2222,27,0.012151215121512151
berber_languages,4716,19,0.004028837998303647
beriberi,690,10,0.014492753623188406
berkelium,1851,12,0.006482982171799027
berlin,20964,158,0.007536729631749666
berlin_wall,10297,62,0.006021171214916966
bermuda,25940,71,0.0027370855821125676
bernard_hinault,98,0,0.0
bertrand_russell,10154,31,0.0030529840456962774
beryllium,3745,27,0.007209612817089452
bette_davis,541,13,0.024029574861367836
bhutan,7062,25,0.0035400736335315774
bible,18654,414,0.02219363139273078
bicycle,7549,46,0.006093522320837197
bicycle_thieves,150,0,0.0
big_bang,6241,183,0.029322224002563693
bill_clinton,4494,115,0.025589675122385403
bill_gates,1463,145,0.09911141490088858
billie_holiday,569,12,0.0210896309314587
binary_star,980,49,0.05
binoculars,1565,38,0.02428115015974441
binomial_nomenclature,10567,56,0.005299517365382795
biodiesel,4072,98,0.02406679764243615
biodiversity,13202,242,0.018330555976367218
biofuel,4566,92,0.02014892685063513
bioinformatics,4052,46,0.011352418558736426
biology,24723,1117,0.04518060105974194
biosphere,8921,151,0.016926353547808543
biotechnology,3021,42,0.013902681231380337
bird,17340,1236,0.07128027681660899
bird_migration,3661,82,0.022398251843758536
bird_of_prey,2029,127,0.0625924100542139
birmingham,7148,34,0.004756575265808618
birth_control,4767,47,0.009859450388084749
bismuth,2974,15,0.005043712172158709
bison,578,25,0.04325259515570934
bissau,5439,7,0.001287001287001287
björn_borg,773,9,0.01164294954721863
bjørnøya,223,1,0.004484304932735426
black-backed_jackal,23,4,0.17391304347826086
black-winged_stilt,71,1,0.014084507042253521
black_death,6657,85,0.012768514345801412
black_hole,3390,106,0.03126843657817109
black_panther,12,0,0.0
black_pepper,1334,30,0.022488755622188907
black_rhinoceros,85,5,0.058823529411764705
black_sea,18644,169,0.009064578416648789
black_wildebeest,149,12,0.08053691275167785
blackbird,236,12,0.05084745762711865
blackcap,130,4,0.03076923076923077
blackjack,79,10,0.12658227848101267
blackpool,252,6,0.023809523809523808
blacktip_reef_shark,574,34,0.059233449477351915
blade_runner,240,10,0.041666666666666664
blaise_pascal,4811,38,0.007898565786738724
blitzkrieg,5787,46,0.007948850872645585
blood_type,614,14,0.02280130293159609
blue_jay,20,2,0.1
blue_peter,175,2,0.011428571428571429
blue_shark,526,32,0.060836501901140684
blue_whale,292,38,0.13013698630136986
blue_wildebeest,1252,44,0.03514376996805112
bluegrass_music,1794,50,0.027870680044593088
bluetooth,976,75,0.07684426229508197
boa,111,3,0.02702702702702703
board_game,1820,81,0.04450549450549451
boat,2118,65,0.030689329556185082
bob_dylan,2641,90,0.0340780007572889
bob_marley,234,20,0.08547008547008547
bobcat,236,3,0.012711864406779662
body_mass_index,206,10,0.04854368932038835
bodyline,167,11,0.0658682634730539
boeing_747,2377,51,0.02145561632309634
bog,1201,28,0.02331390507910075
bogotá,2256,14,0.0062056737588652485
bohemian_rhapsody,37,14,0.3783783783783784
bohrium,1842,13,0.007057546145494028
bolivia,8359,108,0.01292020576623998
bologna,3943,28,0.007101191985797616
boltysh_crater,48,2,0.041666666666666664
bongo_(antelope),59,4,0.06779661016949153
bonobo,3404,36,0.010575793184488837
bontebok,59,0,0.0
booby,40,1,0.025
book,3025,153,0.05057851239669422
book_of_common_prayer,1066,12,0.01125703564727955
book_of_kells,1966,23,0.011698880976602238
boolean_logic,2035,18,0.008845208845208846
borage,248,3,0.012096774193548387
boris_becker,461,3,0.006507592190889371
boron,4801,47,0.009789627161008124
bosnia_and_herzegovina,16627,31,0.0018644373609189872
"boston,_massachusetts",22374,131,0.005855010279789041
boston_rfc,126,6,0.047619047619047616
boston_terrier,27,1,0.037037037037037035
botany,6292,158,0.025111252383979658
botswana,10379,51,0.004913768185759707
bottlenose_dolphin,543,23,0.0423572744014733
boudica,1537,8,0.00520494469746259
boundary_waters_canoe_area_wilderness,109,5,0.045871559633027525
bouvet_island,689,6,0.008708272859216255
box_jellyfish,30,0,0.0
boy_scout,5,2,0.4
bp,164,4,0.024390243902439025
brabantian,278,0,0.0
brabham,46,3,0.06521739130434782
brachiosaurus,845,18,0.021301775147928994
brahman,1027,24,0.023369036027263874
brain,9165,310,0.03382433169667212
bran,1245,30,0.024096385542168676
brandon_routh,232,1,0.004310344827586207
brass_instrument,415,32,0.07710843373493977
brasília,2083,9,0.0043206913106096975
bratislava,6595,16,0.0024260803639120547
brazil,46414,636,0.013702762097642953
bread,2862,104,0.0363382250174703
breaker_morant,35,5,0.14285714285714285
bretton_woods_system,2539,14,0.005513981882630957
bridge,6896,65,0.009425754060324826
brighton,4986,17,0.00340954673084637
brisbane,2554,16,0.006264682850430697
bristol,9923,106,0.010682253350801169
british_east_india_company,5485,150,0.027347310847766638
british_empire,31920,1008,0.031578947368421054
british_english,7332,150,0.020458265139116204
british_house_of_commons,12121,96,0.007920138602425542
british_indian_ocean_territory,3363,1,0.0002973535533749628
british_isles,25415,364,0.01432225063938619
british_isles_(terminology),1380,17,0.012318840579710146
british_monarchy,10174,299,0.029388637703951247
british_virgin_islands,17574,19,0.0010811425970183226
britney_spears,255,13,0.050980392156862744
broadcasting,15519,200,0.012887428313680005
bromine,2835,25,0.008818342151675485
bronze_age,9504,150,0.015782828282828284
brothers_grimm,4153,40,0.00963159162051529
brown_trout,235,12,0.05106382978723404
bruce_lee,3,0,0.0
bruce_springsteen,430,23,0.053488372093023255
brunei,17894,13,0.0007265005029618867
brush,301,24,0.07973421926910298
brussels,13863,43,0.003101781721128183
brute_force_attack,122,10,0.08196721311475409
bryce_canyon_national_park,55,1,0.01818181818181818
bt_tower,23,2,0.08695652173913043
bucharest,12476,12,0.0009618467457518436
buckingham_palace,12269,54,0.004401336702257723
buckminster_fuller,1398,7,0.005007153075822604
budapest,9960,21,0.002108433734939759
buddha,4950,71,0.014343434343434344
buddhism,43982,261,0.005934245827838662
buddhist_art,976,16,0.01639344262295082
buenos_aires,4830,29,0.006004140786749482
buffy_the_vampire_slayer,209,18,0.0861244019138756
bulgaria,23151,55,0.002375707312859056
bull_shark,596,34,0.05704697986577181
burkina_faso,8080,34,0.004207920792079208
burundi,9598,18,0.001875390706397166
bushbuck,2,0,0.0
business,7191,183,0.025448477263245724
butter,1624,56,0.034482758620689655
button,94,6,0.06382978723404255
byzantine_empire,23276,243,0.010439938133699948
c++,3285,65,0.0197869101978691
c._s._lewis,712,20,0.028089887640449437
cactus,827,9,0.010882708585247884
cadmium,3205,18,0.005616224648985959
caesar_cipher,83,1,0.012048192771084338
caesium,3370,28,0.00830860534124629
caesium_fluoride,17,5,0.29411764705882354
cai_lun,51,0,0.0
cairo,13570,110,0.008106116433308769
calcite,2368,21,0.008868243243243243
calcium,13615,149,0.010943811972089606
calcium_chloride,670,23,0.034328358208955224
calculus,6163,107,0.017361674509167615
calgary,1002,13,0.012974051896207584
california,38022,1053,0.02769449266214297
california_southern_railroad,8,0,0.0
californium,2785,31,0.011131059245960502
calligraphy,2259,21,0.009296148738379814
caloris_basin,61,9,0.14754098360655737
calvin_and_hobbes,346,21,0.06069364161849711
calvin_coolidge,1359,7,0.0051508462104488595
camarasaurus,140,5,0.03571428571428571
cambodia,22112,58,0.0026230101302460204
cambrian,6125,73,0.011918367346938775
cambrian_explosion,8782,81,0.009223411523570941
cambridge,2070,54,0.02608695652173913
camel,4926,72,0.014616321559074299
cameroon,30927,43,0.0013903708733469136
canada,80786,1135,0.014049464016042384
canada_goose,260,10,0.038461538461538464
canadian_charter_of_rights_and_freedoms,1960,16,0.00816326530612245
canadian_english,3311,34,0.010268800966475386
canadian_football,1946,37,0.019013360739979446
canadian_house_of_commons,1533,31,0.020221787345075015
canadian_pacific_railway,1617,48,0.029684601113172542
canadian_senate,1669,45,0.02696225284601558
